Entry,Entry_name,Gene_name,Status,Accession,MCF7_1,MCF7_2,MCF7_3,Doxorubicin_1,Doxorubicin_2,Doxorubicin_3,P-value,P.adjust,log2FC
O75052,CAPON_HUMAN,NOS1AP CAPON KIAA0464,reviewed,O75052,25.03706754,24.9413056,26.21458055,10.51467699,10.46691953,9.149343393,1.54E-05,0.00052556,-1.338411906
P61009,SPCS3_HUMAN,SPCS3 SPC22 UNQ1841/PRO3567,reviewed,P61009,116.006243,112.5223492,123.8699236,129.4491377,126.7823196,131.3963951,0.057483613,0.074570997,0.137464389
Q9UGU5,HMGX4_HUMAN,HMGXB4 HMG2L1 HMGBCG,reviewed,Q9UGU5,40.01932997,37.79908546,39.65565373,43.40830523,42.00210443,41.98067783,0.021003579,0.031416911,0.116922011
Q9UDT6,CLIP2_HUMAN,CLIP2 CYLN2 KIAA0291 WBSCR3 WBSCR4 WSCR4,reviewed,Q9UDT6,16.39735965,16.13029388,15.21096408,41.17073068,42.71700786,40.06497188,0.000124487,0.001322436,1.376561123
Q93063,EXT2_HUMAN,EXT2,reviewed,Q93063,10.09287946,10.16079472,9.836778726,11.47317956,11.86617498,10.73818557,0.046964469,0.062561146,0.179515377
A0A7P0T938,A0A7P0T938_HUMAN,KIAA1109,unreviewed,A0A7P0T938,8.909401298,8.971024242,9.191652092,11.97647355,10.55246354,10.45964079,0.052888065,0.069304992,0.285160974
Q9H1P3,OSBL2_HUMAN,OSBPL2 KIAA0772 ORP2,reviewed,Q9H1P3,29.98356206,33.24905216,31.77949899,19.84324713,21.2424085,19.25369747,0.001152692,0.004212596,-0.655012227
O94829,IPO13_HUMAN,IPO13 KIAA0724 RANBP13,reviewed,O94829,9.213996214,9.649787008,10.16775674,8.664991437,8.618558087,8.828164206,0.065019648,0.083014055,-0.152923955
Q8N0X7,SPART_HUMAN,SPART KIAA0610 SPG20 TAHCCP1,reviewed,Q8N0X7,30.08826656,31.1327576,29.40094514,57.51656543,62.54183006,58.06806012,0.001386959,0.004717486,0.974969056
Q9UNZ5,L10K_HUMAN,C19orf53 HSPC023,reviewed,Q9UNZ5,105.2534079,102.6712562,107.183583,99.53680508,97.93260528,103.6868739,0.101996024,0.124270097,-0.065335149
Q7L1W4,LRC8D_HUMAN,LRRC8D LRRC5 UNQ213/PRO239,reviewed,Q7L1W4,3.204592347,3.40413722,3.452829943,3.81157041,3.721164038,3.476125185,0.070495061,0.089211683,0.129811097
Q9H8G2,CAAP1_HUMAN,CAAP1 C9orf82 CAAP,reviewed,Q9H8G2,21.93400683,22.23399708,21.51357081,19.0834976,19.2687862,19.89889814,0.001739107,0.005390399,-0.173201393
Q96K21,ANCHR_HUMAN,ZFYVE19 ANCHR MPFYVE,reviewed,Q96K21-3,2.430413602,2.276307072,2.24111383,3.292247949,3.556186322,3.285691508,0.001164529,0.004234561,0.544586345
Q96MG7,NSE3_HUMAN,NSMCE3 HCA4 MAGEG1 NDNL2,reviewed,Q96MG7,36.02786743,34.30978029,35.83818699,35.78516441,36.98861495,38.88542,0.173220291,0.200048154,0.072646666
Q68CZ2,TENS3_HUMAN,TNS3 TEM6 TENS1 TPP,reviewed,Q68CZ2,6.945398661,6.6689087,7.25346729,8.828481842,8.533014086,8.953225129,0.001414201,0.004757973,0.334593343
P45984,MK09_HUMAN,MAPK9 JNK2 PRKM9 SAPK1A,reviewed,P45984,20.14451169,22.44046484,20.84320009,23.70931434,24.27311025,25.34757514,0.020334973,0.030591216,0.209279665
P33981,TTK_HUMAN,TTK MPS1 MPS1L1,reviewed,P33981,81.95189677,87.17585065,81.78803276,161.7945922,160.6180271,154.3962356,2.23E-05,0.000606329,0.926207824
Q9BTA9,WAC_HUMAN,WAC KIAA1844,reviewed,Q9BTA9,22.76846998,22.35271604,23.87249037,20.25998738,21.10187193,19.56066519,0.013357357,0.021820094,-0.179488413
B3KVZ3,B3KVZ3_HUMAN,CENPH hCG_27171,unreviewed,B3KVZ3,13.38631199,12.61001854,13.28399887,12.15919812,11.28569783,11.09915687,0.02076772,0.031130352,-0.185369674
Q9HD23,MRS2_HUMAN,MRS2 HPT MRS2L,reviewed,Q9HD23,30.43728157,30.44883314,30.41070857,23.39836201,23.25574766,24.56878667,0.003820774,0.008761117,-0.358223556
Q9BYC8,RM32_HUMAN,MRPL32 HSPC283,reviewed,Q9BYC8,37.58574351,34.62722447,37.96149509,30.11749706,32.38451461,32.13213018,0.019706976,0.02982683,-0.219357191
Q9UQ53,MGT4B_HUMAN,MGAT4B UNQ906/PRO1927,reviewed,Q9UQ53,32.79789217,27.72862038,28.52301194,27.25481213,25.70291712,25.96151058,0.156417628,0.182753601,-0.174230848
P56937,DHB7_HUMAN,HSD17B7 17HSD7 SDR37C1 UNQ2563/PRO6243,reviewed,P56937,13.62427677,12.10417252,12.58557917,5.529822504,5.267066339,5.431623245,0.002966699,0.007521296,-1.239341991
Q56VL3,OCAD2_HUMAN,OCIAD2,reviewed,Q56VL3,72.03035194,67.40398163,72.32150062,128.0899234,126.4218127,130.8989937,1.33E-05,0.000502135,0.863995018
P51159,RB27A_HUMAN,RAB27A RAB27,reviewed,P51159,16.53379279,15.09795507,15.92621318,12.18804937,11.05045183,11.37485935,0.00153619,0.004995032,-0.458357846
O00442,RTCA_HUMAN,RTCA RPC RPC1 RTC1 RTCD1,reviewed,O00442,9.99769355,11.13893574,10.15373225,32.67564104,33.11163862,31.43292594,9.94E-06,0.00045342,1.635537857
Q9H329,E41LB_HUMAN,EPB41L4B EHM2 LULU2,reviewed,Q9H329,12.19331524,11.11828896,12.3555775,6.562056038,6.229436349,5.44299242,0.000387839,0.002271673,-0.967927785
Q8TCT8,SPP2A_HUMAN,SPPL2A IMP3 PSL2 PSEC0147,reviewed,Q8TCT8,76.64052291,71.7114153,77.42641573,29.66869987,29.2346623,29.70196908,0.001428737,0.004781515,-1.349441766
Q05209,PTN12_HUMAN,PTPN12,reviewed,Q05209,29.63454705,28.9312951,31.21851931,53.22414089,55.42029199,54.63456934,1.28E-05,0.000495798,0.862803186
Q8TCG2,P4K2B_HUMAN,PI4K2B,reviewed,Q8TCG2,23.16507795,22.76565156,22.61028609,20.36577529,21.54486765,20.53841422,0.018119427,0.027797459,-0.134287779
P62072,TIM10_HUMAN,TIMM10 TIM10,reviewed,P62072,58.10465312,46.90689459,48.66218253,51.86813224,51.73884481,50.36828651,0.979671439,0.981570027,0.002828033
O15127,SCAM2_HUMAN,SCAMP2,reviewed,O15127,46.48879908,44.23055623,46.55289892,47.16217315,48.3048642,51.18118251,0.104317661,0.126641118,0.095319504
Q7L1V2,MON1B_HUMAN,MON1B HSRG1 KIAA0872 SAND2,reviewed,Q7L1V2,8.693646565,9.131036757,8.611038121,6.401771328,6.168333491,5.349196728,0.0043773,0.009591964,-0.560974294
Q9H0T7,RAB17_HUMAN,RAB17,reviewed,Q9H0T7,33.11200568,31.38051892,34.37403002,12.67210919,12.16252384,12.35260838,0.001366423,0.004672228,-1.410674825
Q8N567,ZCHC9_HUMAN,ZCCHC9,reviewed,Q8N567,19.81136101,17.62202345,19.70721623,19.76631047,19.42154334,18.53743946,0.823623388,0.839426912,0.014687395
Q71F23,CENPU_HUMAN,CENPU ICEN24 KLIP1 MLF1IP PBIP1,reviewed,Q71F23,14.91880516,13.95463984,14.51534928,11.06926209,10.02697896,10.8120852,0.000854939,0.003520097,-0.443389562
A0A0C4DFL8,A0A0C4DFL8_HUMAN,KDM4B,unreviewed,A0A0C4DFL8,3.70273195,3.548664653,3.360268296,3.673725559,4.078615756,3.683612624,0.179341097,0.206409945,0.107925691
O75145,LIPA3_HUMAN,PPFIA3 KIAA0654,reviewed,O75145,11.06377576,10.00852474,11.35422877,26.90539147,25.44628511,27.66972909,0.000117422,0.001289635,1.303211357
Q9BV79,MECR_HUMAN,MECR NBRF1 CGI-63,reviewed,Q9BV79,71.65595403,65.51222076,71.24722453,66.08538604,63.42476636,66.71147524,0.166134094,0.192783166,-0.086977814
Q8WUH2,TGFA1_HUMAN,TGFBRAP1,reviewed,Q8WUH2,21.51518882,23.3385996,21.61454715,28.63326064,29.73570573,27.5730911,0.001671837,0.005272509,0.370697088
O94763,RMP_HUMAN,URI1 C19orf2 NNX3 PPP1R19 RMP URI,reviewed,O94763,21.08050649,21.55007262,21.62576675,38.3945995,39.90016612,40.20424427,0.000382887,0.002246057,0.88296416
Q13564,ULA1_HUMAN,NAE1 APPBP1 HPP1,reviewed,Q13564,16.49889129,18.11238439,16.9415864,20.12214253,20.57027707,20.03817053,0.015791805,0.024893507,0.236370863
Q07820,MCL1_HUMAN,MCL1 BCL2L3,reviewed,Q07820,25.28137804,23.20697641,25.03371831,16.23684115,17.49985846,17.57958648,0.001346319,0.004624752,-0.518760678
E7EWD6,E7EWD6_HUMAN,ASXL2,unreviewed,E7EWD6,2.38599351,2.307277236,2.426237125,2.471590232,1.71393516,1.77074897,0.251033778,0.281854198,-0.25736731
P60903,S10AA_HUMAN,S100A10 ANX2LG CAL1L CLP11,reviewed,P60903,247.6229754,224.3375464,227.8194587,536.0850363,518.647167,530.3009455,1.31E-05,0.000497931,1.179539715
A0A2U3TZV8,A0A2U3TZV8_HUMAN,PLCH1,unreviewed,A0A2U3TZV8,15.56606936,15.42314179,16.71719453,17.56399855,17.81759332,18.07414559,0.031210775,0.04397521,0.164161808
Q9H788,SH24A_HUMAN,SH2D4A PPP1R38 SH2A,reviewed,Q9H788,20.8520603,22.51789025,20.07746282,23.69008018,24.02564367,24.15665409,0.055198481,0.071979859,0.17987607
Q9BQ24,ZFY21_HUMAN,ZFYVE21,reviewed,Q9BQ24,41.46932869,42.75173089,40.48590366,22.55526443,21.69762479,21.10118837,5.22E-05,0.000882473,-0.932192866
Q9NPD8,UBE2T_HUMAN,UBE2T HSPC150 PIG50,reviewed,Q9NPD8,34.61911594,40.8806168,37.50429665,27.47921073,28.39144286,28.24103012,0.030977618,0.043726143,-0.425996096
Q5T2W1,NHRF3_HUMAN,PDZK1 CAP70 NHERF3 PDZD1,reviewed,Q5T2W1,29.64723851,31.35471045,30.02924238,9.825452739,9.709244098,8.879325493,3.08E-05,0.000689215,-1.679757886
Q9Y4P8,WIPI2_HUMAN,WIPI2 CGI-50,reviewed,Q9Y4P8,45.79394193,44.74672564,44.63154351,44.78034235,46.20903618,47.37535125,0.295274163,0.327028154,0.033677646
Q5H9F3,BCORL_HUMAN,BCORL1,reviewed,Q5H9F3-3,20.8520603,18.57693685,19.12940716,14.08582034,14.92437301,13.72543624,0.00639248,0.012421368,-0.454436865
Q96QZ7,MAGI1_HUMAN,MAGI1 AIP3 BAIAP1 BAP1 TNRC19,reviewed,Q96QZ7,9.198131895,9.706565643,9.836778726,8.889390032,8.988230377,8.265390055,0.045265051,0.060564263,-0.136708883
Q9Y3A6,TMED5_HUMAN,TMED5 CGI-100 UNQ397/PRO733,reviewed,Q9Y3A6,51.92708748,51.09819015,52.75172441,64.07862147,62.79540692,64.33816,6.25E-05,0.000949663,0.295692229
Q86U28,ISCA2_HUMAN,ISCA2 HBLD1,reviewed,Q86U28,22.7843343,20.94873526,23.42931642,21.23451842,20.49084335,20.08364723,0.12332577,0.1472504,-0.11983635
Q9ULJ3,ZBT21_HUMAN,ZBTB21 KIAA1227 ZNF295,reviewed,Q9ULJ3,14.36672688,12.64356955,13.82814916,14.62437696,13.92228614,14.64065481,0.262585153,0.293675781,0.080679768
Q9Y6A4,CFA20_HUMAN,CFAP20 BUG22 C16orf80 GTL3,reviewed,Q9Y6A4,91.8195029,86.57193244,93.94726737,74.17335252,75.66977905,77.89590091,0.009645477,0.016865991,-0.258020444
P49674,KC1E_HUMAN,CSNK1E,reviewed,P49674,12.89451812,12.83971393,12.71740939,22.4622993,22.65693966,22.00788005,0.00017052,0.001512825,0.80385054
Q9NRR4,RNC_HUMAN,DROSHA RN3 RNASE3L RNASEN,reviewed,Q9NRR4,36.88454063,34.92918357,37.4145399,29.23913685,29.4912943,31.33344566,0.00331709,0.008058513,-0.278325734
Q15004,PAF15_HUMAN,PCLAF KIAA0101 NS5ATP9 PAF L5,reviewed,Q15004,42.94471031,45.2499908,43.2459237,27.75810612,30.13592945,31.12311592,0.000543537,0.002702594,-0.562256002
A6NIH7,U119B_HUMAN,UNC119B,reviewed,A6NIH7,16.23871647,18.55629007,17.1210999,14.58911433,14.50581843,13.81638964,0.034931256,0.048453579,-0.274823828
Q96SZ6,CK5P1_HUMAN,CDK5RAP1 C20orf34 CGI-05 HSPC167,reviewed,Q96SZ6,19.47186459,18.13819286,19.01160143,20.09008559,20.48473306,20.13480851,0.062058271,0.079626388,0.100571296
Q8NCF5,NF2IP_HUMAN,NFATC2IP NIP45,reviewed,Q8NCF5,10.76869943,11.22926538,10.72873642,12.56311559,12.69717384,12.8414829,0.002324713,0.006461701,0.219389917
H0YEA7,H0YEA7_HUMAN,GNPTG,unreviewed,H0YEA7,0.352187872,0.477456699,0.294514333,0.471237048,0.424664861,0.3154946,0.703728785,0.726589898,0.10782518
O14641,DVL2_HUMAN,DVL2,reviewed,O14641,28.18137547,29.13776286,27.41507707,39.99424091,41.42468242,38.60971751,0.000691467,0.003103198,0.50236215
P50479,PDLI4_HUMAN,PDLIM4 RIL,reviewed,P50479,24.3231732,24.54385516,24.59334926,59.34701682,62.10188949,62.30307772,0.000618466,0.002937051,1.32272161
A0A3B3ITR4,A0A3B3ITR4_HUMAN,,unreviewed,A0A3B3ITR4,3.769362087,3.620928369,4.479422762,4.80212992,5.065426908,4.857479919,0.059099677,0.076348158,0.310986156
P12036,NFH_HUMAN,NEFH KIAA0845 NFH,reviewed,P12036,33.07393131,29.06033745,29.16252878,48.13670419,46.83839562,50.99927571,0.000555028,0.002741558,0.677078979
Q96S19,MTL26_HUMAN,METTL26 JFP2 C16orf13,reviewed,Q96S19,22.14341583,23.99413475,23.01699636,31.93833137,32.08205547,31.5835675,0.002089264,0.006063714,0.467246179
Q6IQ49,SDE2_HUMAN,SDE2 C1orf55,reviewed,Q6IQ49,54.0148318,50.77558427,52.65355296,50.05370932,49.98213765,48.13992826,0.060576151,0.077995692,-0.08752889
Q330K2,NDUF6_HUMAN,NDUFAF6 C8orf38,reviewed,Q330K2,35.89778001,33.70586208,34.44415248,26.61687899,25.2385354,25.05481889,0.000521954,0.002633542,-0.435998912
Q9NYB9,ABI2_HUMAN,ABI2 ARGBPIA,reviewed,Q9NYB9,20.8869618,22.54111787,22.25967379,19.72784214,20.68942764,20.13765081,0.058292082,0.075480898,-0.11738023
P35475,IDUA_HUMAN,IDUA,reviewed,P35475,24.74833694,19.92155815,23.14602168,10.26783854,9.669527241,9.771805712,0.011226221,0.018996147,-1.190715549
Q13268,DHRS2_HUMAN,DHRS2 SDR25C1,reviewed,Q13268,78.45222809,66.4258406,74.60468793,24.03950085,23.68346767,22.6161309,0.004564949,0.009847337,-1.641708832
Q8N680,ZBTB2_HUMAN,ZBTB2 KIAA1483 ZNF437,reviewed,Q8N680,6.694742428,7.001837966,6.874806004,7.853950803,6.877126641,6.540117785,0.617149696,0.644578571,0.048262074
B1AKR6,B1AKR6_HUMAN,DYNLRB1,unreviewed,B1AKR6,37.60795355,41.0509527,38.02600775,56.82092979,58.92148574,57.07609962,0.000395006,0.002287733,0.566639741
Q5T5P2,SKT_HUMAN,KIAA1217 SKT,reviewed,Q5T5P2,7.256339305,7.236695045,7.298345664,6.138904403,6.272208349,5.406042602,0.038380715,0.052568429,-0.290490545
Q9BW83,IFT27_HUMAN,IFT27 RABL4 RAYL,reviewed,Q9BW83,9.959619186,10.90149781,10.29678207,16.62473015,17.18823389,16.1754934,0.000100926,0.001194932,0.681997051
O00483,NDUA4_HUMAN,NDUFA4,reviewed,O00483,209.0853728,182.6413819,202.4211036,133.6966825,132.4954368,143.0497992,0.00804584,0.014608517,-0.537868074
Q7Z4F1,LRP10_HUMAN,LRP10 MSTP087 SP220 UNQ389/PRO724,reviewed,Q7Z4F1,4.822752839,5.048136771,5.085280818,3.737839443,4.2313729,4.462401096,0.044777164,0.05995285,-0.266727267
O60888,CUTA_HUMAN,CUTA ACHAP C6orf82,reviewed,O60888,17.56814636,17.49556195,17.1239048,16.02526533,16.44583417,16.04759018,0.003231063,0.007924381,-0.10516683
A0A0D9SFX7,A0A0D9SFX7_HUMAN,MECP2,unreviewed,A0A0D9SFX7,0.399780827,0.387127053,0.345002505,0.711664114,0.809612865,0.690677367,0.003926786,0.008911978,0.966561867
O14832,PAHX_HUMAN,PHYH PAHX,reviewed,O14832,24.96726453,23.2947252,24.5232268,10.29348409,10.64411782,10.09582719,0.000500955,0.002572784,-1.229822334
Q5TEC6,H3PS2_HUMAN,H3-2 HIST2H3PS2,reviewed,Q5TEC6,369.7306353,349.4931418,325.1746776,138.954021,145.2384378,161.1580523,0.000846938,0.003507939,-1.229659073
O95243,MBD4_HUMAN,MBD4 MED1,reviewed,O95243,28.26386993,25.30778588,25.83591926,15.52838273,15.88979816,15.17216373,0.004977983,0.010464694,-0.769245638
O94916,NFAT5_HUMAN,NFAT5 KIAA0827 TONEBP,reviewed,O94916,1.986212682,1.925311877,1.890501529,2.199106225,1.811699733,2.035082283,0.548013303,0.577581294,0.059397528
Q8N0Z6,TTC5_HUMAN,TTC5,reviewed,Q8N0Z6,10.62592056,10.21499251,10.46788087,15.85856923,16.24113959,14.58949352,0.006798273,0.012955923,0.576521007
Q8NC74,RB8NL_HUMAN,RBBP8NL C20orf151,reviewed,Q8NC74,12.73587493,12.95585204,13.87022264,6.017088023,6.919898641,6.3980031,0.000163027,0.001487789,-1.032899523
A0A1W2PQA1,A0A1W2PQA1_HUMAN,REST,unreviewed,A0A1W2PQA1,6.088725459,5.424940436,5.225525739,3.337127668,3.302609462,2.896297272,0.003569894,0.008419868,-0.811768514
A0A1X7SBS4,A0A1X7SBS4_HUMAN,TEAD3,unreviewed,A0A1X7SBS4,61.05224351,55.77468495,57.49761252,80.34751956,76.73296878,79.97930219,0.000634554,0.002973395,0.443475295
Q8WUF8,F172A_HUMAN,FAM172A C5orf21,reviewed,Q8WUF8,23.45063568,21.59910871,24.78688725,12.43168213,12.32750155,13.21098108,0.004409773,0.009629539,-0.879117718
O94972,TRI37_HUMAN,TRIM37 KIAA0898 MUL POB1,reviewed,O94972,1.602296174,2.232432672,1.99428277,2.093318316,1.860582019,1.648530341,0.754980181,0.774357367,-0.057198385
Q99633,PRP18_HUMAN,PRPF18 HPRP18,reviewed,Q99633,12.72318348,13.54944686,13.2447303,11.04361654,10.60745611,10.97409594,0.003059588,0.007676191,-0.276501236
A0A6Q8PH03,A0A6Q8PH03_HUMAN,CEP41,unreviewed,A0A6Q8PH03,14.9505338,15.07730829,15.67096742,25.32498422,27.93011628,24.73079741,0.006116348,0.012057668,0.771056684
Q9BTE7,DCNL5_HUMAN,DCUN1D5 SCCRO5,reviewed,Q9BTE7,27.81015042,27.72345869,28.051789,65.63658886,67.96165355,64.92083021,0.00050406,0.002583597,1.247954781
A0A3B3ITR6,A0A3B3ITR6_HUMAN,FARS2,unreviewed,A0A3B3ITR6,58.59961986,52.80671088,56.8244369,46.43448056,44.31790273,44.72917583,0.014586733,0.023414628,-0.312345089
P61457,PHS_HUMAN,PCBD1 DCOH PCBD,reviewed,P61457,40.24143043,41.32968418,39.40882267,42.77357778,45.60106275,43.53257018,0.029038753,0.04139494,0.124755614
P00167,CYB5_HUMAN,CYB5A CYB5,reviewed,P00167,24.52940934,23.40570163,26.62129082,17.13764122,17.57623704,18.05993412,0.011591052,0.019511311,-0.498510027
Q8ND24,RN214_HUMAN,RNF214,reviewed,Q8ND24,32.19504807,36.44672162,33.54938989,80.29302276,84.13863514,81.53403684,1.01E-05,0.000457493,1.267186718
O43813,LANC1_HUMAN,LANCL1 GPR69A,reviewed,O43813,24.98630172,25.01615017,23.81358751,11.5052365,12.42526613,12.09680195,3.59E-05,0.000734548,-1.034843613
Q9NQV6,PRD10_HUMAN,PRDM10 KIAA1231 PFM7 TRIS,reviewed,Q9NQV6,9.737518726,9.778829359,10.0639755,7.613523738,7.118482929,7.773673247,0.001765568,0.005431169,-0.394348684
P07948,LYN_HUMAN,LYN JTK8,reviewed,P07948-2,0.539386831,0.41551637,0.482442527,1.06749617,1.115127154,1.009014261,0.000277711,0.001907569,1.150889723
Q8N0Z8,PUSL1_HUMAN,PUSL1,reviewed,Q8N0Z8,24.52306361,23.87541578,22.98894737,24.61332011,21.63652193,20.57252174,0.336602076,0.368225293,-0.095338982
Q15118,PDK1_HUMAN,PDK1 PDHK1,reviewed,Q15118,32.54406307,27.04985762,31.95620759,19.14761149,19.07325705,18.93251828,0.022187254,0.032911659,-0.679722915
Q9P2H3,IFT80_HUMAN,IFT80 KIAA1374 WDR56,reviewed,Q9P2H3-3,42.39580489,38.25331453,41.14785968,46.18123072,44.79450502,48.00918275,0.023176397,0.03415521,0.190449991
Q9P2N6,KANL3_HUMAN,KANSL3 KIAA1310 NSL3 PRTD SI1,reviewed,Q9P2N6-3,9.404368036,8.552927025,9.031772882,7.023676004,7.36289436,7.736723429,0.007845119,0.014348103,-0.28680896
P02792,FRIL_HUMAN,FTL,reviewed,P02792,47.00597586,46.8139841,46.82497407,115.9820164,115.4019123,113.3336187,0.000128251,0.001338607,1.29335715
Q15796,SMAD2_HUMAN,SMAD2 MADH2 MADR2,reviewed,Q15796,6.48216056,7.559300922,6.434436954,6.215841064,6.785472354,6.272942178,0.40194941,0.434138952,-0.087251613
A0A7P0Z4D7,A0A7P0Z4D7_HUMAN,DTNA,unreviewed,A0A7P0Z4D7,16.46716265,16.83744596,16.78170719,12.36756824,12.84076556,12.58567647,2.71E-05,0.000648428,-0.406258886
Q96B23,CR025_HUMAN,C18orf25 ARKL1,reviewed,Q96B23-2,7.909949229,8.676807682,8.061278032,5.54905667,5.6917312,5.636268391,0.006722391,0.012875313,-0.546409345
J3KND1,J3KND1_HUMAN,SAAL1 hCG_15540,unreviewed,J3KND1,34.23837229,37.98748729,35.87465067,55.67970265,56.64234914,54.70278439,0.000528207,0.002649803,0.627689311
Q13888,TF2H2_HUMAN,GTF2H2 BTF2P44,reviewed,Q13888,45.18157923,44.00086085,45.62447755,46.21328766,45.31693446,46.16169185,0.179609383,0.206688049,0.030549309
Q9H2H9,S38A1_HUMAN,SLC38A1 ATA1 NAT2 SAT1 SNAT1,reviewed,Q9H2H9,101.1635865,98.38963095,105.0434455,85.92222179,87.09601345,90.07228709,0.006279781,0.01225458,-0.211340859
Q5BJF6,ODFP2_HUMAN,ODF2,reviewed,Q5BJF6,5.314546714,4.978453902,4.633692174,4.106494277,4.48494976,4.144064202,0.044011562,0.059091008,-0.229038018
P60604,UB2G2_HUMAN,UBE2G2 UBC7,reviewed,P60604,46.58398499,42.70785649,47.90205506,34.4644184,32.80001405,36.93560652,0.006050324,0.011960302,-0.396860483
Q86Y07,VRK2_HUMAN,VRK2,reviewed,Q86Y07,9.172748986,8.614867353,8.686770378,6.193401205,6.74881064,6.685074763,0.000774157,0.00331796,-0.431736524
Q9H410,DSN1_HUMAN,DSN1 C20orf172 MIS13,reviewed,Q9H410,52.2570653,52.15375658,53.93819644,46.74222721,48.41790449,49.472964,0.011971758,0.019987295,-0.130710208
Q96G25,MED8_HUMAN,MED8,reviewed,Q96G25,24.78958417,24.02510491,24.87383911,33.92586178,33.75016348,37.8451405,0.012830757,0.021121316,0.518020465
Q9BX59,TPSNR_HUMAN,TAPBPL,reviewed,Q9BX59,26.56638784,23.30246775,25.01408403,11.47317956,11.59121212,10.86893108,0.003214961,0.007906214,-1.141934365
P51970,NDUA8_HUMAN,NDUFA8,reviewed,P51970,83.75091049,78.06804151,82.33779284,58.33401746,56.404048,57.1329455,0.002458748,0.006697433,-0.506481403
Q16864,VATF_HUMAN,ATP6V1F ATP6S14 VATF,reviewed,Q16864,71.13877724,70.51648313,70.27672968,52.86830884,53.49555197,53.1196268,2.03E-06,0.00026698,-0.410194312
Q9BRS2,RIOK1_HUMAN,RIOK1 RIO1,reviewed,Q9BRS2,19.26245558,20.80420783,20.45892901,23.43683034,23.47266281,22.57633879,0.00912779,0.016113365,0.199173549
Q9NVH6,TMLH_HUMAN,TMLHE TMLH,reviewed,Q9NVH6,94.44346119,83.84655799,89.31918499,34.39389313,33.00470862,32.3509868,0.002194258,0.006223085,-1.423744941
O75817,POP7_HUMAN,POP7 RPP20,reviewed,O75817,55.90268571,56.74766428,54.39819978,59.71246596,58.04771487,55.73737929,0.200167087,0.228379544,0.054647917
P51589,CP2J2_HUMAN,CYP2J2,reviewed,P51589,7.909949229,7.277988597,7.836886159,7.318599871,7.246798931,7.395648186,0.213841046,0.242695347,-0.068243291
Q9H0A8,COMD4_HUMAN,COMMD4,reviewed,Q9H0A8,22.8985574,24.82258664,23.14882658,24.42418415,24.2914411,23.6990448,0.49192322,0.523732094,0.031107543
J3KQN4,J3KQN4_HUMAN,RPL36A,unreviewed,J3KQN4,208.9362482,214.0606135,210.3842102,182.2982124,175.7593152,181.207592,0.000370053,0.002210908,-0.232079033
Q9NWS0,PIHD1_HUMAN,PIH1D1 NOP17,reviewed,Q9NWS0,16.02930746,17.07488389,16.06926299,22.62258401,23.0449428,20.9533891,0.003750477,0.008676893,0.438095483
O43299,AP5Z1_HUMAN,AP5Z1 KIAA0415 SPG48,reviewed,O43299,35.32666455,37.88167256,36.7161202,34.27848814,34.78585692,34.64187551,0.101473152,0.123671899,-0.084009977
O75582,KS6A5_HUMAN,RPS6KA5 MSK1,reviewed,O75582,3.728114859,3.930630012,3.677221816,2.955650057,2.618257455,2.614910196,0.00253091,0.006824482,-0.469180346
Q9Y2S2,CRYL1_HUMAN,CRYL1 CRY,reviewed,Q9Y2S2,2.696934153,2.774410547,2.535628163,1.038644923,1.25871887,0.932272331,0.000304871,0.001995168,-1.309885288
A1A4S6,RHG10_HUMAN,ARHGAP10 GRAF2,reviewed,A1A4S6,24.53258221,25.50909195,24.44188475,36.41668617,37.13831695,35.76458152,2.91E-05,0.00067258,0.55355797
P21741,MK_HUMAN,MDK MK1 NEGF2,reviewed,P21741,65.51328988,61.57126736,65.34010848,22.89186232,22.8310828,23.63935663,0.000650797,0.003003666,-1.472070061
Q8NBN3,TM87A_HUMAN,TMEM87A PSEC0094,reviewed,Q8NBN3,45.01341745,44.24087962,46.0676515,41.40474636,42.15791671,40.42878547,0.00664564,0.012775641,-0.126155232
Q5EBL4,RIPL1_HUMAN,RILPL1 RLP1,reviewed,Q5EBL4,12.71683775,14.01658017,13.84778345,15.36809802,16.80939617,15.71219953,0.015136535,0.024083675,0.238903633
Q8TB45,DPTOR_HUMAN,DEPTOR DEPDC6,reviewed,Q8TB45,6.326690238,6.323075199,6.210045081,5.151550588,5.163191481,4.917168087,0.001076634,0.004033807,-0.308218307
Q96FJ2,DYL2_HUMAN,DYNLL2 DLC2,reviewed,Q96FJ2,79.51513744,81.76897614,82.65194147,28.30307414,29.06968458,29.3296286,8.66E-05,0.001128273,-1.492359389
Q6PKC3,TXD11_HUMAN,TXNDC11 EFP1,reviewed,Q6PKC3,39.6671421,38.59398634,38.96284382,29.61099738,30.63697288,31.21691162,0.000256866,0.001827519,-0.357977801
A0A0A0MRI1,A0A0A0MRI1_HUMAN,GPALPP1 KIAA1704 hCG_32794,unreviewed,A0A0A0MRI1,25.06562331,25.44457077,26.35482547,27.03361923,28.33339514,25.93024535,0.156002587,0.182363591,0.080879532
P50151,GBG10_HUMAN,GNG10 GNGT10,reviewed,P50151,18.4914497,17.87494646,20.15880488,8.87336156,9.250972665,10.07024655,0.001158028,0.004224069,-1.003476326
